terminal,n_changepoints,mape
619616,1,0.11390990102907943
619616,2,0.11755807168585634
619616,3,0.12403503750452159
619616,4,0.17833990363835678
619616,5,0.15923383432315963
619617,0,0.09764126892534856
619617,1,0.115124389104317
619617,2,0.0961742032126858
619617,3,0.0954810851246366
619617,4,0.10560839038535166
619617,5,0.08931455860129876
619643,0,0.09748238796374983
619643,1,0.10154289077857628
619643,2,0.101281651640888
619643,3,0.1012841588080557
619643,4,0.10866650261321197
619643,5,0.09819293685887291
619644,0,0.2214980860549765
619644,1,0.15198859977850732
619644,2,0.1538313387507617
619644,3,0.15727114722618094
619644,4,0.18535433661421385
619644,5,0.22623978619682397
619645,0,0.443022636417799
619645,1,0.414807909838317
619645,2,0.41606950430387707
619645,3,0.41693652268956216
619645,4,0.4340191776535595
619645,5,0.4439539558991055
619657,0,0.08209738484666132
619657,1,0.08858752165100714
619657,2,0.0824326033512152
619657,3,0.08259597371293205
619657,4,0.09333619375730227
619657,5,0.07997938811467122
619658,0,0.2439875497883932
619658,1,0.15587532041767388
619658,2,0.1683366209433895
619658,3,0.16891636728785892
619658,4,0.19380620716406347
619658,5,0.25953613626365846
619681,0,0.14265409842699234
619681,1,0.12995632017054512
619681,2,0.134106747014943
619681,3,0.13810857494895729
619681,4,0.14083356814550438
619681,5,0.19056122640539377
619704,0,0.2952456479550614
619704,1,0.2320829103337602
619704,2,0.2636333804725978
619704,3,0.2866236704068514
619704,4,0.2242607173344364
619704,5,0.3728539188226532
619705,0,0.2617616317021762
619705,1,0.189226277758359
619705,2,0.21158337707057912
619705,3,0.21089882099247173
619705,4,0.1926385745450029
619705,5,0.28735066373545903
619708,0,0.18988309307750453
619708,1,0.11766591852344942
619708,2,0.14398518669502613
619708,3,0.1646133586762105
619708,4,0.11855237297773422
619708,5,0.23562753939474015
619713,0,0.18494610653550106
619713,1,0.18597439089585302
619713,2,0.16103890156677303
619713,3,0.16452737342001486
619713,4,0.2594985040527568
619713,5,0.17099970304265785
619721,0,0.18095284335739142
619721,1,0.1602691509696336
619721,2,0.19225786609609402
619721,3,0.18791912496185428
619721,4,0.1587857432132175
619721,5,0.1932641007448653
619724,0,0.3167761670838062
619724,1,0.2800946224722176
619724,2,0.2857208113085089
619724,3,0.28260707714201067
619724,4,0.2987545965019887
619724,5,0.33264155545467067
619726,0,0.14226399173483983
619726,1,0.16024238602204047
619726,2,0.14038609070124713
619726,3,0.14009751277317578
619726,4,0.14350102797478542
619726,5,0.1401239193870138
619728,0,0.16810579226853872
619728,1,0.16968048783845266
619728,2,0.15261717031288197
619728,3,0.1555305344350128
619728,4,0.22003719021608167
619728,5,0.16634002667401804
619736,0,0.30868808160578604
619736,1,0.3154052101866144
619736,2,0.2971697328769421
619736,3,0.2946046627487103
619736,4,0.35455387140114103
619736,5,0.3653904682699706
619783,0,0.9288709405671919
619783,1,0.6740139751000259
619783,2,1.031314005634114
619783,3,1.0494343002555435
619783,4,0.880868482077469
619783,5,1.132454174962829
619799,0,0.12960774473608047
619799,1,0.17079871494799706
619799,2,0.14559730743962288
619799,3,0.13850438053042666
619799,4,0.15157297443277104
619799,5,0.13313063127277275
620787,0,0.23573575709532932
620787,1,0.20464072296800698
620787,2,0.239442899973392
620787,3,0.2838145710025567
620787,4,0.20066682056106683
620787,5,0.3242190624116796
622218,0,0.133040773620031
622218,1,0.12098666792572345
622218,2,0.12245621381963463
622218,3,0.12202129323553398
622218,4,0.13161229854155013
622218,5,0.13656505504616628
622276,0,0.4038826747984543
622276,1,0.3496264250770212
622276,2,0.5202687625930437
622276,3,0.5710141485111986
622276,4,0.4865093145262636
622276,5,0.6172361507938658
622313,0,0.3527191112516886
622313,1,0.3397328121490972
622313,2,0.3412539249740525
622313,3,0.3434024956661135
622313,4,0.3397778628424595
622313,5,0.3749181195952093
622314,0,0.23280074000913856
622314,1,0.24237581189209176
622314,2,0.23673062414802312
622314,3,0.23524469971133213
622314,4,0.2625966044177908
622314,5,0.23467938704288963
622316,0,0.5207728119409841
622316,1,0.6551400195863618
622316,2,0.5827849921492225
622316,3,0.5733335742430057
622316,4,0.6406922166676675
622316,5,0.5495151163087357
622327,0,0.13558459984792898
622327,1,0.17030140428786028
622327,2,0.1631993427565893
622327,3,0.15825976836061248
622327,4,0.17342729908827437
622327,5,0.13741719361593602
622342,0,0.17088410106042543
622342,1,0.15260572187084567
622342,2,0.1711525945055286
622342,3,0.192309511227779
622342,4,0.1542996493187922
622342,5,0.22533886641177764
622343,0,0.10015828147053638
622343,1,0.15024798310055335
622343,2,0.0919560518581144
622343,3,0.09550730452787475
622343,4,0.17793788822644027
622343,5,0.13162963576851638
622344,0,0.42756285546368095
622344,1,0.5504857226722562
622344,2,0.4449356340419055
622344,3,0.44474229184674324
622344,4,0.4987712888397009
622344,5,0.41499640501154034
622348,0,0.4127706257222199
622348,1,0.6463366758410052
622348,2,0.441273651321967
622348,3,0.414156995054861
622348,4,0.5311671171552258
622348,5,0.32330498768398075
622351,0,0.473716110454355
622351,1,0.5945034459104857
622351,2,0.4812425223564275
622351,3,0.48046063453831483
622351,4,0.49534251871743695
622351,5,0.472388517406052
622352,0,0.4012836381002244
622352,1,0.6357093247498631
622352,2,0.5099383707633651
622352,3,0.519506401354274
622352,4,0.6470636268293056
622352,5,0.5168777720308435
622355,0,0.051587161469479996
622355,1,0.06835998289881727
622355,2,0.05408910490395747
622355,3,0.05103143167908287
622355,4,0.05610709437179962
622355,5,0.04818233589140812
622359,0,0.5113545170977459
622359,1,0.48451262192290995
622359,2,0.5009020168432494
622359,3,0.5021109190244264
622359,4,0.4797861543965098
622359,5,0.5463480315980705
622362,0,0.10413124399662423
622362,1,0.13876064565273477
622362,2,0.09299845590561431
622362,3,0.09990536400709697
622362,4,0.12045899523351435
622362,5,0.15993299035913058
622371,0,0.3371268842607866
622371,1,0.443403786863941
622371,2,0.3935813564888215
622371,3,0.3804369821993417
622371,4,0.45667239913304997
622371,5,0.3308514923174083
622373,0,0.23650381420318126
622373,1,0.3576476542081877
622373,2,0.33238778595054547
622373,3,0.32670427172431943
622373,4,0.4380782253884568
622373,5,0.2237001881004438
622375,0,0.0984263037029369
622375,1,0.09990716240365546
622375,2,0.09886419339066783
622375,3,0.09870337899130496
622375,4,0.11258409450415016
622375,5,0.10023465369877327
622377,0,0.1654875485210941
622377,1,0.14616496005024077
622377,2,0.1363133296928513
622377,3,0.14059330413712343
622377,4,0.16734698225772024
622377,5,0.20726842995759018
622379,0,0.23902433359150668
622379,1,0.23503839455873057
622379,2,0.2619072965618317
622379,3,0.2708098270555851
622379,4,0.253422785716725
622379,5,0.27769907768653046
622381,0,1.4569425046702351
622381,1,1.6284354293801966
622381,2,1.179071407047185
622381,3,1.2039522043338762
622381,4,1.4399711151386025
622381,5,1.056351307531157
622383,0,0.1464662284951855
622383,1,0.13594070835606506
622383,2,0.12997429440369693
622383,3,0.1324223391961154
622383,4,0.1645561657594173
622383,5,0.18274202113164031
622385,0,0.13982931912509072
622385,1,0.11739108752834894
622385,2,0.13847233256170183
622385,3,0.1596557749301062
622385,4,0.12236061305462062
622385,5,0.17895688783786418
622387,0,0.3581191772775664
622387,1,0.26206753487300244
622387,2,0.32383087344042394
622387,3,0.3285648431972506
622387,4,0.27595732155827774
622387,5,0.3719268393868793
622388,0,0.3535149558054446
622388,1,0.3683804744480122
622388,2,0.3531177432084312
622388,3,0.35038407548076766
622388,4,0.35872288129554
622388,5,0.3612366163703935
622390,0,0.16698914391716985
622390,1,0.15501957100324346
622390,2,0.17543663482423463
622390,3,0.19539236749763608
622390,4,0.1554794517955573
622390,5,0.27699703581593227
622391,0,0.2753943026112932
622391,1,0.1213425715623097
622391,2,0.13143225981130488
622391,3,0.16074899516471608
622391,4,0.22253070991223556
622391,5,0.14160585558418728
622395,0,0.3115182771572798
622395,1,0.41962033417407874
622395,2,0.358784887730559
622395,3,0.356904538385412
622395,4,0.43736326637998496
622395,5,0.3025479831980288
622396,0,0.7666148310459754
622396,1,0.956526795862547
622396,2,0.9017786231535663
622396,3,0.9213744339952152
622396,4,1.0355718488037824
622396,5,0.9173900813994862
622398,0,0.154800520060097
622398,1,0.13977566295363317
622398,2,0.19160695878649592
622398,3,0.23142129515427154
622398,4,0.19148931470994146
622398,5,0.28601344637841475
622399,0,0.13925686315803762
622399,1,0.1385314071367863
622399,2,0.16137337355319695
622399,3,0.16783313971121055
622399,4,0.14118984321221387
622399,5,0.17177269062585432
622404,0,0.4504396843863225
622404,1,0.4933447065668149
622404,2,0.46814709129117
622404,3,0.46629737140916155
622404,4,0.5087683393026029
622404,5,0.4505694764960162
622409,0,0.2714378991628202
622409,1,0.2488918958709645
622409,2,0.29343715338749016
622409,3,0.31959925672432504
622409,4,0.2742539628521516
622409,5,0.3723493948078271
622412,0,0.38317414425635804
622412,1,0.5393361817499107
622412,2,0.4236074609689549
622412,3,0.43922961776957015
622412,4,0.5643979495415767
622412,5,0.4272151818629589
622415,0,0.08518824101830551
622415,1,0.12536846397705215
622415,2,0.11613678381634364
622415,3,0.11532183975911971
622415,4,0.15634238548421567
622415,5,0.08058894366377571
622416,0,0.1492988879927166
622416,1,0.12177693687988712
622416,2,0.13953927745527905
622416,3,0.15302130636986158
622416,4,0.12156031215736196
622416,5,0.1938801597019289
622422,0,0.44781669084428233
622422,1,0.6065159762828936
622422,2,0.4318992084744364
622422,3,0.41855670014205504
622422,4,0.48320210998971913
622422,5,0.38406988222597843
622423,0,0.25302859878603845
622423,1,0.24435651715953213
622423,2,0.2564442603954701
622423,3,0.2547724762656421
622423,4,0.24625691723022616
622423,5,0.2686619258133885
622424,0,0.18888205011673226
622424,1,0.18849225236347333
622424,2,0.18197443963995008
622424,3,0.186934394942836
622424,4,0.19212173625619025
622424,5,0.2696074129871034
622430,0,0.1326968517315172
622430,1,0.1327151733101321
622430,2,0.13913819906014666
622430,3,0.14402893286365567
622430,4,0.13479421207786083
622430,5,0.14636547196414784
622431,0,0.12302862908182881
622431,1,0.11467483591469153
622431,2,0.11191498063635065
622431,3,0.11248166877461778
622431,4,0.13301638549681125
622431,5,0.14195841445934015
622434,0,0.4979544495604822
622434,1,0.42161698215835547
622434,2,0.47126668409788824
622434,3,0.485006829430807
622434,4,0.4570359547702147
622434,5,0.5655132363691868
622435,0,0.05139385089035457
622435,1,0.06041319489165749
622435,2,0.051469409716573135
622435,3,0.053954922492072656
622435,4,0.05198856020890474
622435,5,0.06012579587726126
622437,0,0.32403766620901187
622437,1,0.46231933802582315
622437,2,0.3157430124846149
622437,3,0.29869177693037136
622437,4,0.3480083412339812
622437,5,0.25715265137405696
622444,0,0.12051656719710656
622444,1,0.0831483498322367
622444,2,0.1141898831754977
622444,3,0.12840151161699057
622444,4,0.09645180648459488
622444,5,0.15199849665580684
622445,0,0.08770475447393555
622445,1,0.08736488039545608
622445,2,0.13438842169791176
622445,3,0.12982555490015382
622445,4,0.09735971391418279
622445,5,0.14415239433897048
622449,0,0.17854319875962665
622449,1,0.2047061277718332
622449,2,0.18955835554441888
622449,3,0.17951267845928648
622449,4,0.23796306711796605
622449,5,0.18778236660634334
622450,0,0.19166600609654164
622450,1,0.1423000011326492
622450,2,0.15800790831236416
622450,3,0.16806226841831534
622450,4,0.14539582074186627
622450,5,0.26836047507469896
622454,0,0.07710422238910457
622454,1,0.12576048533925996
622454,2,0.09274162704098522
622454,3,0.08215728541646214
622454,4,0.1965719227444729
622454,5,0.08343202348542146
622457,0,0.5718329871810107
622457,1,0.43234929103816383
622457,2,0.5622452525521477
622457,3,0.6916030295825818
622457,4,0.4721236164090557
622457,5,0.7840125348879956
622458,0,0.23504280015056958
622458,1,0.27867799601609283
622458,2,0.2496150917997769
622458,3,0.25103273361623163
622458,4,0.33318327389020636
622458,5,0.22743374539798222
622459,0,0.19454604909771017
622459,1,0.2321466149920592
622459,2,0.19436316066423664
622459,3,0.19485927786686302
622459,4,0.2274520975458101
622459,5,0.21267796698152927
622460,0,0.2845358157261861
622460,1,0.25560894685960067
622460,2,0.26310493938860346
622460,3,0.27621235591379134
622460,4,0.25832255474292004
622460,5,0.3293052006845904
622463,0,0.2707253352829028
622463,1,0.26158810903551627
622463,2,0.24460930828741642
622463,3,0.24876621783596292
622463,4,0.2544294950451164
622463,5,0.28795171717975077
622464,0,0.2515479476064076
622464,1,0.24052585953789232
622464,2,0.2573317879242837
622464,3,0.2718334660405096
622464,4,0.22976232164129998
622464,5,0.292248452674221
622465,0,0.4114689923091966
622465,1,0.4109907326482528
622465,2,0.4105566974982859
622465,3,0.41234114939389366
622465,4,0.42253894080794335
622465,5,0.424368304068149
622467,0,0.20564115681742687
622467,1,0.19684676206076854
622467,2,0.19138577386423974
622467,3,0.19961859628817682
622467,4,0.2217733139913854
622467,5,0.23576509166653886
622469,0,0.29222823459650765
622469,1,0.47425707574935355
622469,2,0.3749110781511927
622469,3,0.3511371840088651
622469,4,0.4673068118568326
622469,5,0.29266593199580626
622475,0,0.2985673877310627
622475,1,0.4483388262835597
622475,2,0.3678163454383849
622475,3,0.35940703769739446
622475,4,0.49882670210582297
622475,5,0.3043530285132763
622478,0,0.47449834895213866
622478,1,0.5815228623082399
622478,2,0.4005866016833554
622478,3,0.3916221194919811
622478,4,0.393365334043165
622478,5,0.3311776337793576
622486,0,0.17570991267861014
622486,1,0.18007670138218462
622486,2,0.16374844326498555
622486,3,0.16359201734677292
622486,4,0.21249212918433777
622486,5,0.17539399839777473
622489,0,0.21476028984523762
622489,1,0.3676549257900954
622489,2,0.25472558795426176
622489,3,0.2562272508802355
622489,4,0.4095979207816727
622489,5,0.2005395305321449
622496,0,0.4358604498444264
622496,1,0.483913152834145
622496,2,0.46083029712090207
622496,3,0.45992009657540817
622496,4,0.48422203448336604
622496,5,0.45167282167235967
623319,0,0.3570532546987363
623319,1,0.3130118258194568
623319,2,0.4536092636094548
623319,3,0.5199531409218824
623319,4,0.4907774201891823
623319,5,0.6039609752755465
623320,0,0.5242278961835092
623320,1,0.4900236354666877
623320,2,0.627415124803542
623320,3,0.60913886399487
623320,4,0.5490598205840915
623320,5,0.6253877911214241
623322,0,0.25445870635738965
623322,1,0.2769402751913388
623322,2,0.2420140957796209
623322,3,0.2409590787224168
623322,4,0.25609634928820746
623322,5,0.24521447891255835
623324,0,0.5750310861659724
623324,1,0.4335517405191916
623324,2,0.7684819987287073
623324,3,0.8283813335363486
623324,4,0.8873508265265787
623324,5,1.3303602698737975
623325,0,0.7125024880316574
623325,1,1.2384152200988903
623325,2,0.5247604189387524
623325,3,0.49198773070491214
623325,4,0.5209355621723516
623325,5,0.4632586358868634
623326,0,0.38463324785774333
623326,1,0.3921833192999179
623326,2,0.4025201334396406
623326,3,0.4122107931588309
623326,4,0.37360506416891553
623326,5,0.4372178501063706
623376,0,0.41910470080470213
623376,1,0.4240647939610594
623376,2,0.4003901718264323
623376,3,0.43341963868587513
623376,4,0.417975274486556
623376,5,0.4785107411336896
625032,0,0.0895679882550879
625032,1,0.07579866760310441
625032,2,0.0719878284478245
625032,3,0.06598998420235215
625032,4,0.062213715076021026
625032,5,0.07364276941354142
625034,0,0.19745512896657308
625034,1,0.18017924376676991
625034,2,0.20162450497705978
625034,3,0.20096677854751246
625034,4,0.1786305717139718
625034,5,0.22168367813270423
625045,0,0.09740202917786878
625045,1,0.0977839507233788
625045,2,0.09737359858145735
625045,3,0.09725229399166732
625045,4,0.10181845386967932
625045,5,0.09722437199368272
625047,0,0.14177304858233888
625047,1,0.14629655756774804
625047,2,0.22057703237353618
625047,3,0.20028873632131677
625047,4,0.10703007433326808
625047,5,0.24471354061967635
627704,0,0.07914112844503526
627704,1,0.07653295796373248
627704,2,0.0781646722232696
627704,3,0.08739068605441577
627704,4,0.07914156857131802
627704,5,0.10986572439348656
627708,0,0.22639789363223856
627708,1,0.22159109117742143
627708,2,0.22641405438567025
627708,3,0.22820364171914334
627708,4,0.22414165923128906
627708,5,0.23357039411024835
627712,0,0.23851537072783602
627712,1,0.19800532638857246
627712,2,0.20978111699772523
627712,3,0.21118052830948628
627712,4,0.2237065754906348
627712,5,0.2562876427504938
627716,0,0.35759044043014454
627716,1,0.3858759620560272
627716,2,0.36166750394761366
627716,3,0.3568316703103997
627716,4,0.37330085919731026
627716,5,0.36900480193048013
627719,0,0.8380887631731001
627719,1,0.93493795828364
627719,2,0.790942099939123
627719,3,0.7636075318279283
627719,4,0.7811873872291951
627719,5,0.7041214473804994
627720,0,0.11792002137772925
627720,1,0.12042674936025469
627720,2,0.11861466383643819
627720,3,0.11845714216840368
627720,4,0.12322964394606355
627720,5,0.11684835133350337
627725,0,0.43903866960785654
627725,1,0.6721084134824035
627725,2,0.6112153938254232
627725,3,0.6137999120866884
627725,4,0.7881255348992098
627725,5,0.6119357090146182
627726,0,0.21789951002416566
627726,1,0.2615707020408019
627726,2,0.21810347625361182
627726,3,0.21812737796651668
627726,4,0.25702667354737885
627726,5,0.22552725461454762
627728,0,0.13426011565122214
627728,1,0.10956968103351919
627728,2,0.13920240521942615
627728,3,0.15739440499583895
627728,4,0.11206179684237869
627728,5,0.18766337003459355
627730,0,0.08498784762633638
627730,1,0.09877417156295847
627730,2,0.09915445335634344
627730,3,0.10662950162965958
627730,4,0.12674254530715745
627730,5,0.09392077838894516
627732,0,0.12451365085009161
627732,1,0.12665786969614395
627732,2,0.1247945096699782
627732,3,0.12843380099008034
627732,4,0.1336454482356219
627732,5,0.14802365852562635
627738,0,0.2720839372396179
627738,1,0.3296370704753852
627738,2,0.26527564770090006
627738,3,0.2656650410375773
627738,4,0.3356080722637155
627738,5,0.2746331964747562
627739,0,0.17494916997676352
627739,1,0.14747923245078676
627739,2,0.1598922186567299
627739,3,0.17942928019463175
627739,4,0.16567725717826345
627739,5,0.25460025615142373
627740,0,0.5224730456220801
627740,1,0.6988753189252714
627740,2,0.5677352823206193
627740,3,0.5631215215415825
627740,4,0.6817103501399367
627740,5,0.492917448297232
627756,0,0.1302067632402359
627756,1,0.14895087411762817
627756,2,0.12923911811992614
627756,3,0.12730796298766872
627756,4,0.16925981083538222
627756,5,0.12853136248484698
627763,0,0.1276390989259128
627763,1,0.19543164555498385
627763,2,0.16569269402643869
627763,3,0.15126527608759938
627763,4,0.23956346209232718
627763,5,0.12138138426890345
627765,0,0.15145761426694748
627765,1,0.1819455316102085
627765,2,0.1575282173921602
627765,3,0.15628448083968746
627765,4,0.1951867835294278
627765,5,0.19013436325517913
627771,0,0.24020057380810964
627771,1,0.3536692855365403
627771,2,0.2935832785231509
627771,3,0.29603718702656184
627771,4,0.368549582914735
627771,5,0.26244773911025737
627772,0,0.18202420386755852
627772,1,0.15566233228181448
627772,2,0.20841968709057573
627772,3,0.22798718772317242
627772,4,0.20767265430378368
627772,5,0.24156570438138475
627773,0,0.15874340589368435
627773,1,0.12359732642130847
627773,2,0.1344156311683446
627773,3,0.14031387985609667
627773,4,0.12089142890057177
627773,5,0.21442082321312259
627777,0,0.26029816523495003
627777,1,0.2689418275363076
627777,2,0.26086575940754175
627777,3,0.26151076343818036
627777,4,0.2885932843314729
627777,5,0.2738740886505772
627785,0,0.1642625303806788
627785,1,0.17662569131100472
627785,2,0.19158407014350481
627785,3,0.20992055379401228
627785,4,0.1907806375824115
627785,5,0.24639068383996685
627793,0,0.18643494738618588
627793,1,0.23860110210418187
627793,2,0.1814693466183564
627793,3,0.18083934931167095
627793,4,0.23836209137413972
627793,5,0.18189816207382387
628613,0,0.2909729047156608
628613,1,0.34657682377134225
628613,2,0.31565796658653034
628613,3,0.3243784216959631
628613,4,0.289362904769308
628613,5,0.3368855520210184
628616,0,0.28876019830684746
628616,1,0.25606412439393267
628616,2,0.2958986473233675
628616,3,0.3292718293213506
628616,4,0.3094946921240126
628616,5,0.36893492830385544
628617,0,0.2595412377085357
628617,1,0.32319411865235526
628617,2,0.2584247301575631
628617,3,0.260058255020825
628617,4,0.2811734019910136
628617,5,0.2337352241211312
628623,0,0.09744398257186493
628623,1,0.13052355340656643
628623,2,0.10103581334354625
628623,3,0.09566196753908728
628623,4,0.1802861575283987
628623,5,0.1292837745767456
628631,0,0.4243620448147106
628631,1,0.38899587254674955
628631,2,0.41089001348702253
628631,3,0.41281386240300216
628631,4,0.4063347008280836
628631,5,0.42563689714049363
628636,0,0.4114252127347138
628636,1,0.510606123903803
628636,2,0.42944997138491947
628636,3,0.4178439868402538
628636,4,0.4476228983375284
628636,5,0.4123315933941067
628643,0,0.7072726674049448
628643,1,0.8122530277623415
628643,2,0.7287184638537413
628643,3,0.7336863169704472
628643,4,0.8826011993040761
628643,5,0.727144811579885
628647,0,0.3864149785982165
628647,1,0.33576346458056905
628647,2,0.34885263593216825
628647,3,0.34451354802505635
628647,4,0.3025309020659527
628647,5,0.4220593371685985
628648,0,0.3938261620107941
628648,1,0.48522968869163874
628648,2,0.46683539528566564
628648,3,0.4788334309719068
628648,4,0.5242086130378572
628648,5,0.43955435571826157
628655,0,0.18715100934058473
628655,1,0.1882555213990087
628655,2,0.1784078515694685
628655,3,0.17803837523431307
628655,4,0.1964106983799033
628655,5,0.2155150893635691
628661,0,0.22504154042333852
628661,1,0.3253985879668432
628661,2,0.21972509309926042
628661,3,0.21987781135684709
628661,4,0.22634813733624468
628661,5,0.2277232674657625
628877,0,0.48900068631485166
628877,1,0.4619692904705231
628877,2,0.5001427969710607
628877,3,0.5158374911234375
628877,4,0.5009029891789517
628877,5,0.560021437509263
628881,0,0.20231731803915026
628881,1,0.23936425150354879
628881,2,0.20264214937219238
628881,3,0.21096732638152788
628881,4,0.20755928720130765
628881,5,0.21932340376283566
628883,0,0.3290517077906557
628883,1,0.357209482802915
628883,2,0.34076144182721674
628883,3,0.3379771384264641
628883,4,0.3691592867076278
628883,5,0.3346848398516772
628971,0,0.3319176791831114
628971,1,0.5695361731339436
628971,2,0.4779555239537867
628971,3,0.49345068397497616
628971,4,0.6414995969832297
628971,5,0.5528891114135467
628973,0,0.4671392669730542
628973,1,0.5847142953146576
628973,2,0.47793544477479666
628973,3,0.466441251553527
628973,4,0.5192557759877773
628973,5,0.41710596511426346
628995,0,0.23070110981110956
628995,1,0.2898659783935429
628995,2,0.2677871803777663
628995,3,0.27278221576995676
628995,4,0.34772754838072334
628995,5,0.21874845279653926
629520,0,0.47995362000609276
629520,1,0.42336870768002943
629520,2,0.5405263757163811
629520,3,0.592668220172252
629520,4,0.4571967690030257
629520,5,0.6725397506370266
629593,0,0.34823349362386546
629593,1,0.35489963251325085
629593,2,0.3658670489142795
629593,3,0.40611849517417287
629593,4,0.36965480542830775
629593,5,0.49232372641362854
629701,0,0.5595028307750237
629701,1,0.8088073385208372
629701,2,0.6395321678113182
629701,3,0.6453740962923645
629701,4,0.7239076193947767
629701,5,0.5730903255498977
629724,0,0.10825741664031649
629724,1,0.15204967624469418
629724,2,0.1409558237505397
629724,3,0.143452767862684
629724,4,0.18480242979118192
629724,5,0.11251493936790515
629725,0,0.2552933032484369
629725,1,0.2712894543921858
629725,2,0.25461739692848623
629725,3,0.25454935956427704
629725,4,0.2644862537289933
629725,5,0.2691922320958864
629726,0,0.27793694691495757
629726,1,0.3323766436513086
629726,2,0.3002581046266381
629726,3,0.3014210686111442
629726,4,0.3795401775525144
629726,5,0.282701692209916
629727,0,0.17516903639145887
629727,1,0.19028420955246414
629727,2,0.17469345525889843
629727,3,0.17443017163082283
629727,4,0.18064716510190953
629727,5,0.17819298508884635
629728,0,0.1497913033543782
629728,1,0.19552681112879539
629728,2,0.161445863303852
629728,3,0.14967840372358682
629728,4,0.2572876913604423
629728,5,0.16287842730421345
629729,0,0.34492446017713235
629729,1,0.34930092941479857
629729,2,0.3442095047152348
629729,3,0.34516065082808434
629729,4,0.34424115008531253
629729,5,0.34566826303079295
629731,0,0.0699054910654316
629731,1,0.06946805637549873
629731,2,0.07488702286502172
629731,3,0.07672306213400767
629731,4,0.07142073243765802
629731,5,0.08116459981441504
629733,0,0.09231299870348673
629733,1,0.08815669589017605
629733,2,0.09647030082131396
629733,3,0.1066859540459759
629733,4,0.09373430745971616
629733,5,0.12798173473533003
629736,0,0.1764250969898326
629736,1,0.2103354290828114
629736,2,0.17656122147767278
629736,3,0.18016378690825935
629736,4,0.17522562699832586
629736,5,0.20609459948128578
629748,0,0.20011361692769247
629748,1,0.11417627329304125
629748,2,0.13787084951884868
629748,3,0.1359262428133218
629748,4,0.12171722776234913
629748,5,0.21848547636477142
629749,0,0.2789178595805178
629749,1,0.2782527531065712
629749,2,0.2783344185544078
629749,3,0.28146179083816186
629749,4,0.27853079603337727
629749,5,0.3147709408741228
629753,0,0.14774905945518127
629753,1,0.11750745019726251
629753,2,0.13967198385855487
629753,3,0.15364339409286837
629753,4,0.11664066905623541
629753,5,0.18736528124399834
629756,0,0.09804903579880317
629756,1,0.12504866394820052
629756,2,0.10945006523482274
629756,3,0.10136204992914452
629756,4,0.14454817563400477
629756,5,0.1052760181582522
634880,0,0.11639596339167846
634880,1,0.14102489370940066
634880,2,0.12233617470378137
634880,3,0.11564892268916473
634880,4,0.19411863129171775
634880,5,0.12344137714858965
638981,0,0.7157429324924823
638981,1,0.7780742522412156
638981,2,0.7237889959941325
638981,3,0.7070188818476525
638981,4,0.7132320017881616
638981,5,0.6587556719344896
634886,0,0.1957097513236829
634886,1,0.12196237698609935
634886,2,0.1335450452919473
634886,3,0.13850709978985862
634886,4,0.12763949581299264
634886,5,0.2562080126978008
634888,0,0.08871186582420133
634888,1,0.11951616558581013
634888,2,0.10317671485048227
634888,3,0.0949071849607487
634888,4,0.10844764374897352
634888,5,0.08677088381491427
634892,0,0.20621861630156138
634892,1,0.1847863395843082
634892,2,0.21000510543743658
634892,3,0.21120379919530116
634892,4,0.187238186164032
634892,5,0.2225854501547464
634894,0,0.07664765490761763
634894,1,0.10037288000414686
634894,2,0.08009643927662279
634894,3,0.07667311165787545
634894,4,0.11957417329198398
634894,5,0.08296579665983918
634895,0,0.10059634577048383
634895,1,0.07905826393712347
634895,2,0.09888657789030157
634895,3,0.09933816683882211
634895,4,0.07811655753949988
634895,5,0.10284855890237728
634901,0,0.12237866929448107
634901,1,0.11125289826253085
634901,2,0.11051098313370258
634901,3,0.11185664936383986
634901,4,0.1120073626963058
634901,5,0.11673427529909207
634903,0,0.13455323254287793
634903,1,0.13178118710209574
634903,2,0.12569527669055375
634903,3,0.12564381898308583
634903,4,0.12863550256049502
634903,5,0.13726862292244213
677911,0,0.10938862269932022
677911,1,0.12232918151887642
677911,2,0.11392638061529578
677911,3,0.11209803153447129
677911,4,0.13430713752593532
677911,5,0.10839015149387576
634905,0,0.14687025325491124
634905,1,0.12850754337082884
634905,2,0.1346704803194501
634905,3,0.13681368946826117
634905,4,0.12732410256448914
634905,5,0.15886985370133666
677914,0,0.16945557534315864
677914,1,0.21559056683005887
677914,2,0.19245053868876136
677914,3,0.19058452845525614
677914,4,0.26218204403759954
677914,5,0.1721711484617817
634907,0,0.0881857299148112
634907,1,0.07504205040167815
634907,2,0.10703175544671431
634907,3,0.09422842602243675
634907,4,0.06189625247323977
634907,5,0.11583431689018035
634910,0,0.1852255003436642
634910,1,0.14501365511798817
634910,2,0.1598137042679307
634910,3,0.16326702671511248
634910,4,0.15162039646268521
634910,5,0.22510946694767217
634911,0,0.10580187157591599
634911,1,0.1280146692926009
634911,2,0.10954201207796434
634911,3,0.10705121272882501
634911,4,0.133669320363425
634911,5,0.10405405698286256
677919,0,0.8467805867783121
677919,1,0.8977118603304213
677919,2,0.8574879813455367
677919,3,0.8595074162839544
677919,4,0.875738753800214
677919,5,0.8530503556236511
634913,0,0.14161828657222983
634913,1,0.1396381567699379
634913,2,0.1403715488908395
634913,3,0.1408573737387052
634913,4,0.14063020567581488
634913,5,0.14461498610121012
634914,0,0.10625833379933915
