terminal,n_changepoints,mape
606153,3,1.63238331359443
606153,4,1.7417454716403944
606153,5,1.6669181448806625
606155,0,0.20670844302290187
606155,1,0.16652314914486846
606155,2,0.19165387944354015
606155,3,0.19674938796570518
606155,4,0.15879329541491854
606155,5,0.22956688576188886
606160,0,0.18999163030882985
606160,1,0.15916045911556553
606160,2,0.1658030485749483
606160,3,0.16133890012316834
606160,4,0.15332749740009224
606160,5,0.18291287686397725
606162,0,0.44240821727968876
606162,1,0.4215781901258626
606162,2,0.4242130323984691
606162,3,0.4179447964151063
606162,4,0.41611387321864596
606162,5,0.4323340013280676
606168,0,0.1707884342541727
606168,1,0.15187581797723917
606168,2,0.19163549073409308
606168,3,0.2131896986483767
606168,4,0.15319754881962763
606168,5,0.23989222472202848
606170,0,0.3623605795169334
606170,1,0.312494732222316
606170,2,0.452203555963253
606170,3,0.4909036981112876
606170,4,0.4124949566512803
606170,5,0.5313099533477572
606171,0,0.12784508781446877
606171,1,0.10965462763196401
606171,2,0.10857486300495445
606171,3,0.11054356210471347
606171,4,0.13001970431159532
606171,5,0.15149453391422538
606176,0,0.10618096183449953
606176,1,0.10379633883017589
606176,2,0.10214118502726086
606176,3,0.10197401858258051
606176,4,0.11669229160424742
606176,5,0.11194936197386776
606177,0,0.11148740001045532
606177,1,0.11966390257340047
606177,2,0.11355937932266222
606177,3,0.11752774020012184
606177,4,0.12891251048302374
606177,5,0.11354501147161966
606182,0,0.14511845902616569
606182,1,0.13043127828880313
606182,2,0.1393224563290198
606182,3,0.14712750946906747
606182,4,0.13191643920358387
606182,5,0.15858359646430314
606185,0,0.44675434753002763
606185,1,0.37793098244180484
606185,2,0.4651813596141582
606185,3,0.4508407259778911
606185,4,0.37250822895076
606185,5,0.485676108846859
606186,0,0.15113058752465475
606186,1,0.13970739054178535
606186,2,0.16051251953751597
606186,3,0.17128898238561094
606186,4,0.13763216973911027
606186,5,0.18540308951959053
606195,0,0.2891557883813081
606195,1,0.2974061385270003
606195,2,0.2914918096058285
606195,3,0.3015670602555926
606195,4,0.2843023820127511
606195,5,0.32188788736723656
606196,0,0.34641523503932825
606196,1,0.25390282433611466
606196,2,0.3685035583080888
606196,3,0.4607512589019983
606196,4,0.27244949749105374
606196,5,0.5376322581734516
606198,0,0.20096275800453603
606198,1,0.16214698511382922
606198,2,0.1786373292242729
606198,3,0.18339931592565165
606198,4,0.15310656762118507
606198,5,0.21788421441197206
606199,0,0.12011370930830781
606199,1,0.11270626064061574
606199,2,0.11599463802958855
606199,3,0.11276099944944369
606199,4,0.11610636975539033
606199,5,0.10925161102569567
606501,0,0.22394487067276472
606501,1,0.18555566293020004
606501,2,0.22047888150650818
606501,3,0.2226414004762742
606501,4,0.19032615078857223
606501,5,0.2836538597366601
606506,0,0.11022902327151941
606506,1,0.07401979319068397
606506,2,0.0734216715600069
606506,3,0.07064605853685987
606506,4,0.15680362816483953
606506,5,0.14332906589639385
606509,0,0.4794910413664665
606509,1,0.47367475719554647
606509,2,0.7124139284549956
606509,3,0.7611291291837248
606509,4,0.7243411612641851
606509,5,0.806228868465455
606511,0,0.5455943736985206
606511,1,0.3999244706587358
606511,2,0.5415429287770684
606511,3,0.664921189156593
606511,4,0.4855468560213502
606511,5,0.7503440654955164
606514,0,0.10297097870497023
606514,1,0.10310021363505892
606514,2,0.10335546589904798
606514,3,0.10589393441194965
606514,4,0.10241278640784539
606514,5,0.1094518338792597
606515,0,0.2738242830432648
606515,1,0.2789918975995693
606515,2,0.29462222067784233
606515,3,0.30698329784603295
606515,4,0.2800023588154717
606515,5,0.31741065600149104
606516,0,0.16888333404289518
606516,1,0.11480589464634405
606516,2,0.11818522831133675
606516,3,0.11388934630674633
606516,4,0.12127731395335235
606516,5,0.11788354019155692
606518,0,0.15784899776966752
606518,1,0.13924258820638752
606518,2,0.1347238009909715
606518,3,0.13617709740517464
606518,4,0.14932518418614563
606518,5,0.156688270437924
606520,0,0.10236638051167853
606520,1,0.11603026700485156
606520,2,0.1183401461383741
606520,3,0.12230057922849648
606520,4,0.1440714465656198
606520,5,0.10324096597784481
606521,0,0.09993727817751871
606521,1,0.08669317401018647
606521,2,0.08919878692547313
606521,3,0.08751873859839641
606521,4,0.1139719114791261
606521,5,0.09250205773529827
606524,0,0.1390802307350781
606524,1,0.11327511036547686
606524,2,0.11309487438558972
606524,3,0.11154291120555784
606524,4,0.10611412497943092
606524,5,0.13961938083144743
606531,0,0.1407834460828058
606531,1,0.1444937424695948
606531,2,0.1397407329553996
606531,3,0.14822722208320158
606531,4,0.1420951808168497
606531,5,0.1515391242931477
606533,0,0.9863753851124075
606533,1,0.9230914636603397
606533,2,1.0977849762655045
606533,3,1.1142641193334568
606533,4,0.807653472069633
606533,5,1.2108580275418823
606536,0,0.16610433317431417
606536,1,0.1445487836092807
606536,2,0.1456583442937726
606536,3,0.1456455149920943
606536,4,0.1496076245530046
606536,5,0.14402236761435502
606537,0,0.26533458930109305
606537,1,0.22037645518627494
606537,2,0.3287888045357486
606537,3,0.3399309617085556
606537,4,0.28941269488658744
606537,5,0.34076951699821967
606540,0,0.145010116330285
606540,1,0.14019205215941938
606540,2,0.14014307434605347
606540,3,0.14148291538734098
606540,4,0.1518134381433848
606540,5,0.14679450644122727
606541,0,0.14006335305784468
606541,1,0.13064600333284462
606541,2,0.14205329337856318
606541,3,0.15159302619530077
606541,4,0.12443452138261384
606541,5,0.17635189457186803
606542,0,0.06020518708439083
606542,1,0.05674651030931628
606542,2,0.058115532690000235
606542,3,0.061395311181478104
606542,4,0.057969490265497574
606542,5,0.07366924400430046
606545,0,0.2644265511228637
606545,1,0.2554715789559205
606545,2,0.32826592577934444
606545,3,0.3923611874914063
606545,4,0.2659582729930124
606545,5,0.40150877803437574
606546,0,0.19819338413404894
606546,1,0.18888958886684296
606546,2,0.2200914570972057
606546,3,0.24316029202965714
606546,4,0.20932952910594135
606546,5,0.2518602466399055
606553,0,0.1302997881822323
606553,1,0.11040733312356907
606553,2,0.11705994459032401
606553,3,0.12095108300033106
606553,4,0.10511264745483091
606553,5,0.13937504757238944
606554,0,0.1674900544554247
606554,1,0.15524885035190625
606554,2,0.16750978177126877
606554,3,0.16385812342140685
606554,4,0.15143091312071572
606554,5,0.1663819298261222
606556,0,0.16997222308317453
606556,1,0.1427691677027004
606556,2,0.17548202134697077
606556,3,0.1879503930885153
606556,4,0.1569035178043994
606556,5,0.22864574219534486
606559,0,0.16838253765908973
606559,1,0.17153382183169086
606559,2,0.1693560352699417
606559,3,0.16919363576760718
606559,4,0.1701915067868627
606559,5,0.17487043059291305
606562,0,0.15711255945005956
606562,1,0.18109867663502457
606562,2,0.16032744277279973
606562,3,0.1569402453457958
606562,4,0.2234636462563492
606562,5,0.16443819998921055
606563,0,0.07825101161091963
606563,1,0.0685708626522794
606563,2,0.07327709169175071
606563,3,0.07431889292149009
606563,4,0.0692371837715466
606563,5,0.08717732840849958
606565,0,0.14489538931325963
606565,1,0.17847014074612866
606565,2,0.16052680936328265
606565,3,0.15842041188303937
606565,4,0.2138580689753017
606565,5,0.1518664623694423
606569,0,0.2994644250093921
606569,1,0.23546951600272575
606569,2,0.32124733213895906
606569,3,0.33343829149676985
606569,4,0.2873835626741643
606569,5,0.40740023184181157
606572,0,0.55516190437438
606572,1,0.47708535967284055
606572,2,0.595234626641998
606572,3,0.6729740774695295
606572,4,0.4715073182951567
606572,5,0.7554250468628207
606574,0,0.15636220012852453
606574,1,0.21837906603841137
606574,2,0.19260847818382773
606574,3,0.1805054191586347
606574,4,0.24681902720678447
606574,5,0.16413589743712764
606575,0,0.1118025409571883
606575,1,0.10507544805085475
606575,2,0.10782283610380734
606575,3,0.11028735151397355
606575,4,0.10576476577182715
606575,5,0.11683474724535022
606576,0,0.21943640550848897
606576,1,0.20603797340535324
606576,2,0.21352745299399328
606576,3,0.21070258573163383
606576,4,0.18787044036528217
606576,5,0.2357134280070858
606578,0,0.18898887472490047
606578,1,0.18711091518265005
606578,2,0.18539538081336016
606578,3,0.18750459835541514
606578,4,0.1864814604892824
606578,5,0.19905883733644242
606579,0,0.16428656072197098
606579,1,0.14710255440771988
606579,2,0.14215109921236285
606579,3,0.14256133830586415
606579,4,0.20058622572052215
606579,5,0.17525934345976685
606584,0,0.17634749900194535
606584,1,0.15462874112410965
606584,2,0.19833786754319563
606584,3,0.21543392529255945
606584,4,0.19654557569084433
606584,5,0.23845227024645949
606597,0,0.13090185149188602
606597,1,0.13012262795325005
606597,2,0.14528479727538954
606597,3,0.15523310574184243
606597,4,0.14754457934705065
606597,5,0.15725303588854986
606598,0,0.16862851960498443
606598,1,0.1535790431734349
606598,2,0.18498897529270542
606598,3,0.18377367889802668
606598,4,0.1633239751016362
606598,5,0.18845716650363695
607001,0,0.06549323427914551
607001,1,0.13573031838819183
607001,2,0.09278490802639901
607001,3,0.07657980895706935
607001,4,0.17675939940282223
607001,5,0.09044726900581686
607003,0,0.3705382446533814
607003,1,0.3030728423889878
607003,2,0.4731989299232155
607003,3,0.47420639846028084
607003,4,0.394154903058239
607003,5,0.4939643416308198
607005,0,0.2758733900192359
607005,1,0.2381943666938154
607005,2,0.2714334497679617
607005,3,0.26624070035342395
607005,4,0.24113704657136498
607005,5,0.2875010827190319
607011,0,0.16472718261732547
607011,1,0.13099228837856533
607011,2,0.163305970881136
607011,3,0.1818874928369474
607011,4,0.13575183163138732
607011,5,0.21043986518014396
607019,0,0.11190684997047462
607019,1,0.10108567372838936
607019,2,0.12641675375426756
607019,3,0.13540387799148493
607019,4,0.12398354146629144
607019,5,0.14932987383857615
607020,0,0.08112788692185528
607020,1,0.07019784875864962
607020,2,0.07343877706989774
607020,3,0.07272645688697751
607020,4,0.07378025331102277
607020,5,0.08205069321002065
607023,0,0.197435010431142
607023,1,0.22938254457718715
607023,2,0.20547853028358107
607023,3,0.19874209668172962
607023,4,0.2454396700085961
607023,5,0.19050167405354018
607024,0,0.3280347871162924
607024,1,0.2924459268071823
607024,2,0.31315517115168856
607024,3,0.3167851082708987
607024,4,0.2864860565484672
607024,5,0.3528653412004905
607025,0,0.14008965408728116
607025,1,0.18340541446555775
607025,2,0.15415248907235407
607025,3,0.14793924003885725
607025,4,0.19243249081098063
607025,5,0.13759783922064187
607029,0,0.12149719677828151
607029,1,0.12172765177782148
607029,2,0.12654773422282897
607029,3,0.12928412591750785
607029,4,0.12098666991772634
607029,5,0.13587617889226083
607030,0,0.09910231729325267
607030,1,0.08798210967045969
607030,2,0.09346694940470389
607030,3,0.08893297865971696
607030,4,0.09396638338268394
607030,5,0.09859373624975577
607031,0,0.08628961539192993
607031,1,0.1370105120593741
607031,2,0.07769192310980064
607031,3,0.07274954247599896
607031,4,0.0684003056810392
607031,5,0.07417825954830769
607032,0,0.16612739757823305
607032,1,0.10096811115575685
607032,2,0.14669907198663704
607032,3,0.16439033259774316
607032,4,0.09149587888268555
607032,5,0.25740954301731855
607034,0,0.4577698721250882
607034,1,0.45919716843233016
607034,2,0.45492269445022665
607034,3,0.4563725796216682
607034,4,0.45979562969214455
607034,5,0.48721643770088013
607036,0,0.24451403957316556
607036,1,0.2474876856212374
607036,2,0.24517374367873257
607036,3,0.2455988699075299
607036,4,0.2512773511926697
607036,5,0.24718094228328985
607039,0,0.1656632782116206
607039,1,0.13414808673227147
607039,2,0.14519913255602798
607039,3,0.15092989881329558
607039,4,0.13035500783140164
607039,5,0.1931448469053494
607045,0,0.11408372663412056
607045,1,0.1280080759597901
607045,2,0.10400366452936209
607045,3,0.1026465171682234
607045,4,0.1621162083177885
607045,5,0.14832269906269305
607046,0,0.4550239812504916
607046,1,0.3782385508927617
607046,2,0.5181902032740617
607046,3,0.5481406119837319
607046,4,0.46810036751287637
607046,5,0.6033933736401235
607047,0,0.08207841355400454
607047,1,0.07319826000348094
607047,2,0.08355340028743881
607047,3,0.08660117631069386
607047,4,0.06229298470233867
607047,5,0.10027680443058205
607056,0,0.13639046316057063
607056,1,0.09861840616571545
607056,2,0.1593865003341884
607056,3,0.17710042174738813
607056,4,0.15039244480747802
607056,5,0.1720946162786629
607060,0,0.44194168935077033
607060,1,0.28971363712258563
607060,2,0.6030513808025738
607060,3,0.7276498336049413
607060,4,0.7513898503205575
607060,5,0.8869912007220188
607062,0,0.1785950275270269
607062,1,0.17874229803859837
607062,2,0.2265006071076248
607062,3,0.2424237192160501
607062,4,0.16812656523142544
607062,5,0.2452802773037493
607064,0,0.3033521161487658
607064,1,0.26522939826362635
607064,2,0.28748177101261063
607064,3,0.31799728643040087
607064,4,0.2687336704404027
607064,5,0.3633921148294311
607065,0,0.19777230099839452
607065,1,0.18145567034645432
607065,2,0.21653925561473958
607065,3,0.25436384382756266
607065,4,0.26642955953171826
607065,5,0.30984020209183
607066,0,0.17790357054464853
607066,1,0.1843552004863072
607066,2,0.17810120313029557
607066,3,0.17855694424203944
607066,4,0.18783507053748183
607066,5,0.18800226630647096
607071,0,0.18305851939416565
607071,1,0.17344291942630982
607071,2,0.20254624191213785
607071,3,0.22028096028878058
607071,4,0.17923830064295612
607071,5,0.23656495080094395
607077,0,0.1455830779287624
607077,1,0.13591940270890393
607077,2,0.1405912798650582
607077,3,0.15438832619229378
607077,4,0.14570792537720337
607077,5,0.18778332719513427
607087,0,0.12632330648124865
607087,1,0.09770178556293176
607087,2,0.09201043807042417
607087,3,0.09489123350833568
607087,4,0.13225889321704654
607087,5,0.1713595668015733
607090,0,0.19769353393380015
607090,1,0.23704278673017623
607090,2,0.21423837901104664
607090,3,0.20353749931829976
607090,4,0.29757624921635856
607090,5,0.19981516399445734
607093,0,0.2694278919336061
607093,1,0.22568618633096732
607093,2,0.3003892865950724
607093,3,0.31243089475361
607093,4,0.27357884734166255
607093,5,0.3509833453257002
607096,0,0.15579299843469455
607096,1,0.287763672264676
607096,2,0.23131814276434762
607096,3,0.20502861090164526
607096,4,0.30076145427744466
607096,5,0.14621609857876564
607504,0,0.18862945393070008
607504,1,0.10572252713477995
607504,2,0.11827855784918549
607504,3,0.12284056137609776
607504,4,0.11775689047704964
607504,5,0.22193242622340334
607506,0,0.06639790192790397
607506,1,0.07503372146847298
607506,2,0.06614152837265377
